*,Challenges,0.0035587188612099642
Challenges,&,0.0006485084306095979
&,Opportunities,0.0006485084306095979
Opportunities,In,0.0006485084306095979
In,The,0.0025940337224383916
The,Restaurant,0.0006485084306095979
Restaurant,Industry,0.0006485084306095979
Industry,STOP,0.0012970168612191958
*,Doing,0.0035587188612099642
Doing,Business,0.0012970168612191958
Business,In,0.0012970168612191958
In,China,0.0006485084306095979
China,STOP,0.0019455252918287938
*,Becoming,0.0071174377224199285
Becoming,A,0.0012970168612191958
A,General,0.0012970168612191958
General,Manager,0.0012970168612191958
Manager,STOP,0.0012970168612191958
*,Entrepreneurial,0.021352313167259787
Entrepreneurial,Finance,0.0012970168612191958
Finance,STOP,0.008430609597924773
*,Corporate,0.02491103202846975
Corporate,Misconduct,0.0006485084306095979
Misconduct,STOP,0.0006485084306095979
*,Cs50,0.0071174377224199285
Cs50,For,0.0012970168612191958
For,Mbas,0.0012970168612191958
Mbas,:,0.0012970168612191958
:,Computer,0.0012970168612191958
Computer,Science,0.0012970168612191958
Science,For,0.0012970168612191958
For,Business,0.0012970168612191958
Business,Leaders,0.0012970168612191958
Leaders,STOP,0.0012970168612191958
Corporate,Governance,0.0012970168612191958
Governance,&,0.0006485084306095979
&,Boards,0.0006485084306095979
Boards,Of,0.0006485084306095979
Of,Directors,0.0006485084306095979
Directors,STOP,0.0006485084306095979
*,Entrepreneurship,0.014234875444839857
Entrepreneurship,Through,0.0012970168612191958
Through,Acquisition,0.0012970168612191958
Acquisition,STOP,0.0012970168612191958
*,Lab,0.0035587188612099642
Lab,To,0.0006485084306095979
To,Market,0.0012970168612191958
Market,STOP,0.0006485084306095979
*,Crafting,0.0035587188612099642
Crafting,Your,0.0006485084306095979
Your,Life,0.0006485084306095979
Life,:,0.0006485084306095979
:,The,0.00324254215304799
The,Tactics,0.0006485084306095979
Tactics,&,0.0006485084306095979
&,Practices,0.0006485084306095979
Practices,Of,0.0006485084306095979
Of,The,0.0012970168612191958
The,First,0.0006485084306095979
First,10,0.0006485084306095979
10,Years,0.0006485084306095979
Years,Post,0.0006485084306095979
Post,Mba,0.0006485084306095979
Mba,STOP,0.0006485084306095979
*,Designing,0.0035587188612099642
Designing,Innovative,0.0006485084306095979
Innovative,Businesses,0.0006485084306095979
Businesses,&,0.0006485084306095979
&,The,0.00324254215304799
The,Regulatory,0.0006485084306095979
Regulatory,Environment,0.0006485084306095979
Environment,STOP,0.0006485084306095979
Entrepreneurial,Sales,0.0006485084306095979
Sales,&,0.0006485084306095979
&,Marketing,0.0012970168612191958
Marketing,STOP,0.0019455252918287938
*,Projects,0.010676156583629894
Projects,In,0.0019455252918287938
In,Business,0.0019455252918287938
Business,Management,0.0012970168612191958
Management,STOP,0.007133592736705577
*,E-Commerce,0.0035587188612099642
E-Commerce,STOP,0.0006485084306095979
Corporate,Finance,0.0025940337224383916
Finance,:,0.0012970168612191958
:,Corporate,0.0012970168612191958
Corporate,Financial,0.0006485084306095979
Financial,Operations,0.0006485084306095979
Operations,STOP,0.0019455252918287938
*,Private,0.010676156583629894
Private,Equity,0.0019455252918287938
Equity,Projects,0.0006485084306095979
Projects,&,0.0006485084306095979
&,Ecosystems,0.0006485084306095979
Ecosystems,STOP,0.0006485084306095979
*,Behavioral,0.021352313167259787
Behavioral,Economics,0.0019455252918287938
Economics,:,0.0012970168612191958
The,Leader,0.0006485084306095979
Leader,As,0.0006485084306095979
As,Decision,0.0006485084306095979
Decision,Architect,0.0006485084306095979
Architect,STOP,0.0006485084306095979
*,Authentic,0.0035587188612099642
Authentic,Leader,0.0006485084306095979
